Layers: 2
Nodes: 256
========================================================
Computation_Time,Train_Accuracy,Test_Accuracy
10.17589020729065, 0.098300003, 0.093099996
2.556975841522217, 0.1106, 0.1067
3.774132013320923, 0.2069, 0.1903
2.518038034439087, 0.3114, 0.2877
2.5525319576263428, 0.40830001, 0.3987
2.459601879119873, 0.55589998, 0.55549997
2.461210012435913, 0.66390002, 0.66579998
2.473468065261841, 0.73559999, 0.74089998
5.0013251304626465, 0.75520003, 0.76209998
3.8790230751037598, 0.80419999, 0.80919999
3.817776918411255, 0.81840003, 0.82239997
2.5364339351654053, 0.82059997, 0.81989998
2.5304079055786133, 0.81940001, 0.80589998
2.566211223602295, 0.8452, 0.82770002
3.926060914993286, 0.84740001, 0.8337
2.506977081298828, 0.85759997, 0.83939999
2.5447778701782227, 0.86189997, 0.84570003
2.5317628383636475, 0.86750001, 0.85189998
3.775959014892578, 0.87, 0.85280001
2.549866199493408, 0.87129998, 0.8495
2.5104520320892334, 0.87410003, 0.84920001
2.5287718772888184, 0.8757, 0.85089999
2.5168890953063965, 0.88200003, 0.85460001
2.4884579181671143, 0.87879997, 0.8556
3.851130962371826, 0.87239999, 0.8513
3.858311176300049, 0.88709998, 0.85390002
3.8255717754364014, 0.89490002, 0.8599
3.835736036300659, 0.89209998, 0.85780001
2.5562899112701416, 0.89429998, 0.85790002
3.8474321365356445, 0.8973, 0.85570002
2.5628910064697266, 0.903, 0.8574
2.5932719707489014, 0.91000003, 0.86369997
2.5363199710845947, 0.91479999, 0.86750001
3.8712668418884277, 0.91680002, 0.86659998
2.5351948738098145, 0.9224, 0.86720002
2.638012170791626, 0.93110001, 0.8689
3.983834981918335, 0.9346, 0.87029999
2.5863759517669678, 0.93510002, 0.86909997
2.57057785987854, 0.93919998, 0.87120003
2.5908021926879883, 0.9443, 0.87129998
3.9813520908355713, 0.94389999, 0.87290001
2.615427017211914, 0.94529998, 0.87290001
2.568892002105713, 0.94800001, 0.8721
2.5718019008636475, 0.94709998, 0.87269998
4.04428505897522, 0.94709998, 0.87230003
3.9237749576568604, 0.95190001, 0.87300003
3.970958948135376, 0.95099998, 0.87159997
2.5833749771118164, 0.95060003, 0.87159997
2.798797130584717, 0.9479, 0.87269998
2.596635103225708, 0.94919997, 0.87220001
2.6084861755371094, 0.95319998, 0.87230003
2.5987708568573, 0.95310003, 0.87169999
3.952579975128174, 0.95539999, 0.87159997
2.574589967727661, 0.95469999, 0.87080002
2.5834178924560547, 0.95380002, 0.87159997
5.4042651653289795, 0.95319998, 0.87239999
2.6513760089874268, 0.94989997, 0.87290001
4.1690709590911865, 0.94880003, 0.87300003
4.025984048843384, 0.95200002, 0.87190002
2.6657989025115967, 0.95609999, 0.87370002
4.0783679485321045, 0.95719999, 0.87410003
4.0085930824279785, 0.96069998, 0.87400001
2.6379690170288086, 0.96460003, 0.8743
4.069579124450684, 0.96530002, 0.8743
2.6963469982147217, 0.96710002, 0.87419999
2.6376771926879883, 0.97060001, 0.87470001
4.071954011917114, 0.97049999, 0.87379998
2.6156301498413086, 0.97140002, 0.87410003
2.646165132522583, 0.97310001, 0.8743
2.619481086730957, 0.97210002, 0.87419999
