Layers: 2
Nodes: 256
========================================================
Computation_Time,Train_Accuracy,Test_Accuracy
6.611975908279419, 0.1638, 0.17110001
2.3072521686553955, 0.22840001, 0.2369
2.866642951965332, 0.32089999, 0.32980001
2.338300943374634, 0.44330001, 0.44819999
2.336505174636841, 0.53799999, 0.551
2.334761142730713, 0.65450001, 0.64929998
2.927507162094116, 0.74650002, 0.74229997
2.939743995666504, 0.78789997, 0.7881
2.964566946029663, 0.79570001, 0.7902
2.3933050632476807, 0.8071, 0.79939997
2.404020071029663, 0.81580001, 0.80860001
2.391101837158203, 0.82279998, 0.81199998
2.953097105026245, 0.83939999, 0.82359999
2.9655919075012207, 0.84079999, 0.82340002
2.4190471172332764, 0.85540003, 0.83329999
2.9338600635528564, 0.86309999, 0.8423
2.356619119644165, 0.87050003, 0.84680003
2.3475708961486816, 0.8822, 0.85189998
2.898630142211914, 0.88690001, 0.85280001
2.8810510635375977, 0.88959998, 0.8549
2.9174840450286865, 0.88990003, 0.85420001
2.3564670085906982, 0.89410001, 0.85250002
2.394808053970337, 0.89850003, 0.85710001
2.3575479984283447, 0.90219998, 0.8545
2.3426129817962646, 0.91100001, 0.85960001
2.941959857940674, 0.91659999, 0.861
2.391110897064209, 0.9217, 0.86449999
2.467255115509033, 0.92199999, 0.86400002
2.403578996658325, 0.9267, 0.86610001
2.9754350185394287, 0.93110001, 0.86580002
2.3866941928863525, 0.93049997, 0.86610001
2.378648042678833, 0.93540001, 0.86669999
2.3922030925750732, 0.93620002, 0.86690003
2.9962100982666016, 0.93690002, 0.86580002
3.537986993789673, 0.9386, 0.86659998
2.964263916015625, 0.94, 0.86720002
2.4016058444976807, 0.94209999, 0.86860001
2.962898015975952, 0.9418, 0.86790001
2.390666961669922, 0.94139999, 0.86659998
2.9693331718444824, 0.93779999, 0.8664
2.9400241374969482, 0.94770002, 0.86809999
2.9511971473693848, 0.94880003, 0.86909997
2.9530699253082275, 0.95490003, 0.87059999
2.96817684173584, 0.96039999, 0.87010002
2.9715590476989746, 0.963, 0.87099999
2.4083380699157715, 0.96429998, 0.87040001
2.4067001342773438, 0.96810001, 0.87120003
2.393486976623535, 0.96460003, 0.87279999
2.390589952468872, 0.96929997, 0.87440002
2.393738031387329, 0.97490001, 0.87169999
2.990964889526367, 0.97509998, 0.8725
2.3827390670776367, 0.97500002, 0.87230003
2.4222538471221924, 0.97719997, 0.87169999
2.395189046859741, 0.97490001, 0.87230003
3.02817702293396, 0.97189999, 0.8721
2.4086430072784424, 0.97119999, 0.87089998
2.4164631366729736, 0.9702, 0.87120003
2.39936900138855, 0.96820003, 0.87180001
2.413512945175171, 0.96869999, 0.8714
3.014693021774292, 0.97039998, 0.87089998
2.444967031478882, 0.97030002, 0.87080002
3.681642770767212, 0.9698, 0.87120003
3.6613550186157227, 0.97280002, 0.8714
2.439995765686035, 0.97619998, 0.87089998
2.389970064163208, 0.97780001, 0.87199998
2.4562509059906006, 0.98150003, 0.87290001
2.45355486869812, 0.98449999, 0.87180001
3.0928800106048584, 0.98549998, 0.87169999
2.995242118835449, 0.98689997, 0.87150002
2.4217379093170166, 0.9878, 0.87220001
2.4114251136779785, 0.98820001, 0.87230003
2.420325994491577, 0.99000001, 0.87220001
2.4067609310150146, 0.98830003, 0.87150002
3.1541640758514404, 0.98720002, 0.87080002
3.050391912460327, 0.98940003, 0.87129998
3.0310099124908447, 0.99089998, 0.87150002
2.4198391437530518, 0.9928, 0.87190002
2.515707015991211, 0.99070001, 0.87110001
3.0935440063476562, 0.9896, 0.87059999
3.024301052093506, 0.99309999, 0.8714
2.4161460399627686, 0.99360001, 0.87169999
3.087286949157715, 0.9939, 0.87180001
3.0983312129974365, 0.995, 0.87099999
2.427027940750122, 0.99349999, 0.87099999
3.14123797416687, 0.991, 0.87059999
3.1181540489196777, 0.99299997, 0.87080002
2.4095230102539062, 0.99449998, 0.87080002
3.061387062072754, 0.99440002, 0.8707
3.043764114379883, 0.99089998, 0.87040001
3.0641419887542725, 0.98799998, 0.87019998
3.1382241249084473, 0.98619998, 0.86970001
2.4181320667266846, 0.98449999, 0.87
2.4085769653320312, 0.98680001, 0.87010002
2.443998098373413, 0.9878, 0.8696
3.1220719814300537, 0.98680001, 0.8696
3.066330909729004, 0.99190003, 0.8707
3.0769219398498535, 0.99330002, 0.87010002
3.0772008895874023, 0.99440002, 0.87029999
2.4527390003204346, 0.99580002, 0.87089998
2.376026153564453, 0.99559999, 0.87019998
